Provider Id,Provider Name,Provider Street Address,Provider State,Provider Zip Code,"latitude,longitude",County,
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,TX,76542,"31.113261,-97.800756",bell,
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,TX,78840,"29.374032,-100.892548",val verde,
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,TX,79045,"34.820304,-102.391902",deaf smith,
450162,GRACE MEDICAL CENTER,2412 50TH ST,TX,79412,"33.549596,-101.869332",lubbock,
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,TX,78363,"27.490577,-97.850903",kleberg,
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,1905 HWY 97 EAST,TX,78026,"28.933112,-98.526035",atascosa,
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,TX,78572,"26.196656,-98.314094",hidalgo,
450177,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,TX,78801,"29.21432,-99.768128",uvalde,
450178,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,TX,79735,"30.893947,-102.882338",pecos,
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,TX,77008,"29.811541,-95.430426",harris,
450187,TRINITY MEDICAL CENTER,700 MEDICAL PARKWAY,TX,77833,"30.145786,-96.399264",washington,
450188,ETMC CLARKSVILLE,3000 W MAIN ST,TX,75426,"33.61009,-95.06713",red river,
450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,TX,76645,"32.01305,-97.099183",hill,
450193,ST LUKES EPISCOPAL HOSPITAL,6720 BERTNER,TX,77030,"29.707876,-95.400405",harris,
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,501 S RAGSDALE,TX,75766,"31.960715,-95.270981",cherokee,
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,TX,75460,"33.659766,-95.547315",lamar,
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TX,75501,"33.427926,-94.046869",Bowie,
450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,TX,76086,"32.748238,-97.785545",parker,
450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,TX,79106,"35.199951,-101.920226",potter,
450210,ETMC CARTHAGE,409 WEST COTTAGE,TX,75633,"32.167353,-94.346877",panola,
450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1201 WEST FRANK STREET,TX,75901,"31.336323,-94.742122",angelina,
450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,TX,78229,"29.508095,-98.577416",bexar,
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,TX,77488,"38.319865,-95.251196",Wharton,
450219,SCOTT & WHITE HOSPITAL-LLANO,200 W OLLIE,TX,78643,"30.742822,-98.677748",llano,
450221,MOORE COUNTY HOSPITAL DISTRICT,224 E SECOND STREET,TX,79029,"35.864245,-101.971473",moore,
450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,TX,77304,"30.28471,-95.467762",montgomery,
450229,HENDRICK MEDICAL CENTER,1900 PINE,TX,79601,"32.470938,-99.730602",taylor,
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,1600 WALLACE BLVD,TX,79106,"35.195873,-101.920871",potter,
450234,COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16,TX,76442,"31.97925,-98.563175",comanche,
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,TX,78629,"29.517429,-97.431315",gonzales,
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,TX,75482,"33.156223,-95.599683",hopkins,
450237,CHRISTUS SANTA ROSA HOSPITAL,333 N SANTA ROSA STREET,TX,78207,"29.428081,-98.498342",bexar,
450241,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA ST,TX,76458,"33.225323,-98.169734",jack,
450243,HAMLIN MEMORIAL HOSPITAL,632 N W SECOND STREET,TX,79520,"32.885772,-100.135156",jones,
450253,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,TX,77418,"29.952867,-96.260439",austin,
450270,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,TX,76692,"31.951307,-97.319468",hill,
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,TX,76234,"33.216923,-97.593798",wise,
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,TX,78666,"29.852049,-97.945991",hays,
450280,BAYLOR MEDICAL CENTER AT GARLAND,2300 MARIE CURIE DRIVE,TX,75042,"32.919329,-96.661356",dallas,
450283,COZBY-GERMANY HOSPITAL,707 N WALDRIP,TX,75140,"32.679037,-95.721759",van zandt,
450289,HARRIS COUNTY HOSPITAL DISTRICT,2525 HOLLY HALL,TX,77054,"29.686245,-95.387353",harris,
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,TX,75142,"32.592161,-96.3182",kaufman,
450293,FRIO REGIONAL HOSPITAL,200 S IH 35,TX,78061,"28.896661,-99.117151",frio,
450296,CLEVELAND REGIONAL MEDICAL CTR,300 E CROCKETT,TX,77327,"30.341813,-95.085441",liberty,
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,TX,77842,"30.581282,-96.289711",brazos,
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,TX,79553,"32.927671,-99.783636",jones,
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,TX,75020,"33.710127,-96.585491",grayson,
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,TX,77469,"29.576525,-95.770572",fort bend,
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,TX,76904,"31.418714,-100.469588",tom green,
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,TX,77701,"30.070772,-94.119786",jefferson,
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,TX,77340,"30.69862,-95.559036",walker,
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,TX,76661,"31.306977,-96.894312",falls,
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,TX,76401,"32.222538,-98.204102",erath,
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,TX,75401,"33.122377,-96.123585",hunt,
450358,METHODIST HOSPITAL THE,6565 FANNIN,TX,77030,"29.709866,-95.399713",harris,
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,TX,79201,"34.430491,-100.226523",childress,
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,TX,78934,"29.694689,-96.542552",colorado,
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,1405 W JEFFERSON ST,TX,75165,"32.396283,-96.864869",ellis,
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,500 S STATE HWY 37,TX,75457,"33.176709,-95.234711",franklin,
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,TX,75234,"32.915458,-96.869991",dallas,
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,TX,78229,"29.507877,-98.572194",bexar,
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,TX,75751,"32.16988,-95.844688",henderson,
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,TX,77351,"30.692261,-94.952634",polk,
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,TX,79316,"33.187065,-102.267751",terry,
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,TX,76667,"31.675083,-96.47997",limestone,
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,TX,75069,"33.159656,-96.637129",collin,
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,TX,76448,"32.399967,-98.820956",eastland,
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,TX,76020,"32.880892,-97.533045",tarrant,
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,TX,75204,"32.804195,-96.794712",dallas,
450424,SAN JACINTO METHODIST HOSPITAL,4401 GARTH ROAD,TX,77521,"29.769031,-94.978977",harris,
450431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,TX,78705,"30.289991,-97.726194",travis,
450438,COLORADO FAYETTE MEDICAL CENTER,400 YOUENS DRIVE,TX,78962,"29.693276,-96.784679",colorado,
450446,RIVERSIDE GENERAL HOSPITAL,3204 ENNIS ST,TX,77004,"29.730686,-95.36103",harris,
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,TX,75110,"32.085102,-96.503758",navarro,
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,TX,76043,"32.241934,-97.74688",somervell,
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,TX,75979,"30.775285,-94.426872",tyler,
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,TX,75231,"32.879443,-96.763171",dallas,
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,TX,77414,"28.980217,-95.991694",matagorda,
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,500 N HIGHLAND AVENUE,TX,75091,"33.637286,-96.623942",grayson,
450475,ETMC HENDERSON,300 WILSON STREET,TX,75652,"32.161095,-94.795572",rusk,
450484,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,TX,75904,"31.327989,-94.756203",angelina,
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,TX,79331,"32.7466,-101.96535",dawson,
450497,BOWIE MEMORIAL HOSPITAL,705 EAST GREENWOOD AV,TX,76230,"33.561964,-97.835296",montague,
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA,TX,76424,"32.754706,-98.887751",stephens,
450508,MEMORIAL HOSPITAL,1204 MOUND ST,TX,75961,"31.612637,-94.648855",nacogdoches,
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,TX,77640,"29.935417,-93.988752",jefferson,
450530,MAINLAND MEDICAL CENTER,6801 EMMETT LOWRY EXPRESSWAY,TX,77591,"29.394325,-94.986931",galveston,
450537,METHODIST RICHARDSON MEDICAL CENTER,401 W CAMPBELL RD,TX,75080,"32.974556,-96.726578",dallas,
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,TX,79072,"34.206633,-101.732811",hale,
450547,EAST TEXAS MEDICAL CENTER QUITMAN,117 WINNSBORO STREET,TX,75783,"32.795993,-95.445493",wood,
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,TX,79606,"32.519383,-99.751489",taylor,
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1650 W COLLEGE ST,TX,76051,"32.933655,-97.093817",tarrant,
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,TX,76067,"32.79966,-98.145334",palo pinto,
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,TX,76903,"31.464478,-100.434375",tom green,
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,TX,75951,"30.907862,-94.008504",jasper,
450580,EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,TX,75835,"31.307172,-95.438911",houston,
450584,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,TX,76384,"34.159041,-99.313093",wilbarger,
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,TX,76380,"33.592319,-99.247362",baylor,
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,TX,76801,"31.677218,-98.993508",brown,
450591,ANGLETON-DANBURY MEDICAL CENTER,132 HOSPITAL DR,TX,77515,"29.184744,-95.404716",brazoria,
450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,TX,76048,"32.432446,-97.803821",hood,
450597,CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,TX,77954,"29.112576,-97.282948",de witt,
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,TX,78624,"30.262904,-98.880174",gillespie,
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,TX,78336,"27.915702,-97.162636",san patricio,
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,TX,77024,"29.781149,-95.545888",harris,
450615,ATLANTA MEMORIAL HOSPITAL,1007 SOUTH WILLIAMS STREET,TX,75551,"33.105094,-94.165508",cass,
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,TX,77598,"29.540394,-95.127402",harris,
450620,DIMMIT COUNTY MEMORIAL HOSPITAL,704 HOSPITAL DRIVE,TX,78834,"28.520059,-99.861517",dimmit,
450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,TX,76210,"33.176868,-97.090733",denton,
450638,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,TX,77090,"30.020752,-95.442659",harris,
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,TX,76022,"32.834841,-97.123336",tarrant,
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,TX,76255,"33.777649,-97.732504",montague,
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,TX,78041,"27.607003,-99.478202",webb,
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,TX,77082,"29.729449,-95.594722",harris,
450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,TX,75230,"32.911877,-96.773705",dallas,
450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,TX,75075,"33.02122,-96.766047",collin,
450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,TX,79720,"32.236613,-101.49123",howard,
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,TX,78582,"26.383419,-98.85823",starr,
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,TX,75961,"31.652897,-94.65556",nacogdoches,
450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,125 NEWMAN ST,TX,75840,"31.724602,-96.169635",freestone,
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,TX,77004,"29.72272,-95.387543",harris,
450661,ODESSA REGIONAL HOSPITAL,520 E 6TH STREET,TX,79761,"31.851916,-102.363971",ector,
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,TX,78526,"25.978033,-97.514726",cameron,
450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,TX,79902,"31.77772,-106.480769",el paso,
450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,TX,75057,"33.045428,-97.004729",denton,
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TX,77375,"30.087405,-95.623616",harris,
450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,TX,76104,"32.735941,-97.34522",tarrant,
450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,TX,76015,"32.693114,-97.113055",tarrant,
450677,HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,TX,76115,"32.586654,-97.316891",tarrant,
450678,DOCTORS HOSPITAL,9440 POPPY DR,TX,75218,"32.834617,-96.7055",dallas,
450683,RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 S,TX,75160,"32.711777,-96.280067",kaufman,
450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,TX,77338,"29.995648,-95.276079",harris,
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,TX,79415,"33.589344,-101.890987",lubbock,
450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,TX,75149,"32.778488,-96.600588",dallas,
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TX,75708,"32.425736,-95.213445",smith,
450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,TX,77437,"29.219033,-96.290821",wharton,
450697,SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,TX,78224,"29.353342,-98.545279",bexar,
450698,LAMB HEALTHCARE CENTER,1500 S SUNSET,TX,79339,"33.912601,-102.345451",lamb,
450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,TX,75605,"32.533119,-94.730216",gregg,
450709,CHRISTUS ST JOHN HOSPITAL,18300 ST JOHN DRIVE,TX,77058,"29.549625,-95.086508",harris,
450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,TX,78503,"26.186417,-98.220757",hidalgo,
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,TX,78704,"30.22637,-97.774343",travis,
450716,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,TX,77065,"29.9275,-95.589644",harris,
450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,TX,78681,"30.51113,-97.713638",williamson,
450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,TX,75237,"32.645398,-96.876497",dallas,
450730,BAYLOR MEDICAL CENTER AT CARROLLTON,4343 NORTH JOSEY LANE,TX,75010,"33.028444,-96.885959",denton,
450742,LAKE POINTE MEDICAL CENTER,6800 SCENIC DR,TX,75088,"32.918107,-96.50871",rockwall,
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,TX,76201,"33.217666,-97.166498",denton,
450746,KNOX COUNTY HOSPITAL,701 SE 5TH STREET,TX,79529,"33.414105,-99.811364",knox,
450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,TX,75801,"31.732509,-95.627199",anderson,
450749,EAST TEXAS MEDICAL CENTER TRINITY,317 PROSPECT DR/PO BOX 3169,TX,75862,"30.956879,-95.380952",trinity,
450754,HAMILTON GENERAL HOSPITAL,400 N BROWN,TX,76531,"31.703882,-98.113444",hamilton,
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,TX,79336,"33.572795,-102.368845",hockley,
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,TX,75390,"32.810689,-96.836645",dallas,
450770,CENTRAL TEXAS HOSPITAL,806 N CROCKETT,TX,76520,"30.857292,-96.977049",milam,
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,TX,75093,"33.044005,-96.8379",collin,
450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,TX,77090,"30.0186,-95.443425",harris,
450775,KINGWOOD MEDICAL CENTER,22999 US HWY 59,TX,77325,"30.050311,-95.254699",harris,
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,TX,76132,"32.65797,-97.420958",tarrant,
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,TX,78240,"29.527113,-98.595216",bexar,
450788,CORPUS CHRISTI MEDICAL CENTER THE,7101 S PADRE ISLAND DR,TX,78412,"27.692967,-97.344864",Nueces,
450795,ST ANTHONY'S HOSPITAL,2807 LITTLE YORK RD,TX,77093,"29.871607,-95.34197",harris,
450796,NORTHWEST TEXAS SURGERY CENTER,3501 SONCY RD SUITE 118,TX,79109,"35.174006,-101.936608",randall,
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TX,75504,"33.462209,-94.075437",bowie,
450803,DOCTORS HOSPITAL TIDWELL,510 W TIDWELL,TX,77091,"29.847377,-95.408065",harris,
450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,TX,77030,"29.70039,-95.408926",harris,
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,TX,78731,"30.350468,-97.751926",travis,
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,TX,78758,"30.41132,-97.706098",travis,
450813,COMMUNITY GENERAL HOSPITAL,230 WEST MILLER,TX,78017,"28.670704,-99.172759",frio,
450820,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,TX,77479,"29.589075,-95.631121",fort bend,
450822,LAS COLINAS MEDICAL CENTER,6800 N MACARTHUR BLVD,TX,75039,"32.901877,-96.956998",dallas,
450824,HEART HOSPITAL OF AUSTIN,3801 NORTH LAMAR BOULEVARD,TX,78756,"30.305846,-97.741157",travis,
450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,TX,78539,"26.263449,-98.198805",hidalgo,
450827,KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,TX,76310,"33.87235,-98.579055",wichita,
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,TX,78332,"27.764768,-98.041818",jim wells,
450832,CHRISTUS ST CATHERINE HOSPITAL,701 SOUTH FRY ROAD,TX,77450,"29.777056,-95.716743",harris,
450833,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,TX,75119,"32.306819,-96.6413",ellis,
450834,PHYSICIANS CENTRE THE,3131 UNIVERSITY DRIVE EAST,TX,77802,"30.650285,-96.29757",brazos,
450839,SHELBY REGIONAL MEDICAL CENTER,602 HURST STREET,TX,75935,"31.799459,-94.190979",shelby,
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,TX,75013,"33.11904,-96.669293",collin,
450841,BROWNSVILLE SURGICAL HOSPITAL,4750 NORTH EXPRESSWAY,TX,78526,"25.984153,-97.487071",cameron,
450844,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,TX,77070,"29.966803,-95.550674",harris,
450845,EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,TX,79902,"31.780328,-106.47751",el paso,
450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,TX,77494,"29.787434,-95.786334",harris,
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,TX,77479,"29.564877,-95.689923",fort bend,
450851,BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,TX,75226,"32.788041,-96.780905",dallas,
450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,TX,75034,"33.1052,-96.837536",collin,
450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,TX,78550,"26.157648,-97.675086",cameron,
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,TX,78258,"29.613305,-98.477571",bexar,
450860,SUGAR LAND SURGICAL HOSPITAL LLP,1211 HIGHWAY 6 SUITE 70,TX,77478,"29.605132,-95.636144",fort bend,
450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,TX,77384,"30.205792,-95.458302",montgomery,
450864,TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TX,75701,"32.329286,-95.298606",smith,
450865,SETON SOUTHWEST HOSPITAL,7900 FM 1826,TX,78737,"30.226847,-97.891506",travis,
450867,SETON  NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,TX,78759,"30.405378,-97.743808",travis,
450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,TX,78539,"26.252661,-98.205338",hidalgo,
450871,AUSTIN SURGICAL HOSPITAL,3003 BEE CAVES ROAD,TX,78746,"30.270924,-97.795884",travis,
450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,TX,76017,"32.680186,-97.117532",tarrant,
450874,IRVING COPPELL SURGICAL HOSPITAL LLP,400 WEST INTERSTATE 635 SUITE 101,TX,75063,"32.912326,-96.951522",dallas,
450875,QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,TX,79124,"35.210506,-101.912762",potter,
450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,TX,79416,"33.603001,-101.916018",lubbock,
450877,EAST EL PASO PHYSICIANS MEDICAL CENTER LLC,1416 GEORGE DIETER,TX,79936,"31.734912,-106.300433",el paso,
450878,TEXSAN HEART HOSPITAL,6700 IH 10 WEST,TX,78201,"29.48982,-98.54754",bexar,
450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,750 12TH AVENUE,TX,76104,"32.736913,-97.348991",tarrant,
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114E,TX,76262,"32.988482,-97.174848",tarrant,
450884,EAST TEXAS MEDICAL CENTER - GILMER,712 NORTH WOOD,TX,75644,"32.73428,-94.94381",upshur,
450885,CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,TX,75035,"33.11385,-96.770672",collin,
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,TX,76092,"32.9397,-97.128012",tarrant,
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,TX,75093,"33.013509,-96.790675",collin,
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,TX,75093,"33.044147,-96.831941",collin,
450893,NORTH TEXAS HOSPITAL,2801 SOUTH MAYHILL ROAD,TX,76208,"33.176873,-97.087115",denton,
450894,PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,TX,75235,"32.840946,-96.868323",dallas,
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,UT,84604,"40.247957,-111.665771",utah,
460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,UT,84102,"40.767776,-111.861129",salt lake,
460004,MCKAY DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,UT,84403,"41.182467,-111.949133",weber,
460005,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,UT,84405,"41.164328,-111.969008",weber,
460006,LDS HOSPITAL,324 8TH AVENUE,UT,84143,"40.778494,-111.878991",salt lake,
460007,VALLEY VIEW MEDICAL CENTER,1303 NORTH MAIN STREET,UT,84720,"37.699806,-113.066476",iron,
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,50 NORTH MEDICAL DRIVE,UT,84132,"40.771624,-111.837065",salt lake,
460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,UT,84157,"40.65926,-111.892176",salt lake,
460011,CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,UT,84501,"39.605321,-110.832993",carbon,
460013,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,UT,84651,"40.044069,-111.714401",utah,
460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,UT,84074,"40.566532,-112.297006",tooele,
